Id;proba_status_1
1;0.006805296099212676
2;0.011992683727197959
3;0.01911720837063283
4;0.29598045462999245
5;0.11556947846510568
6;0.08142056265473238
7;0.4293520578585765
8;0.06249964198435465
9;0.2627843748185684
10;0.056120124841120334
11;0.009078500588262858
12;0.02095316181322317
13;0.015340619174795211
14;0.013373877705721906
15;0.5915586493222955
16;0.09462179021972648
17;0.05964965853109333
18;0.48630127152546804
19;0.14854244351203552
20;0.49524929486102004
21;0.07194551550779593
22;0.05381747143664636
23;0.05635913215411358
24;0.021925520620147396
25;0.0250923515138763
26;0.06933935875029971
27;0.08184981452281774
28;0.4068413150719323
29;0.0911818538455738
30;0.052320437747515165
31;0.09027323648532248
32;0.3060841869038606
33;0.5114677556982901
34;0.14440274084908974
35;0.14622987214237967
36;0.14062166205095514
37;0.24537644445312193
38;0.34540120904902677
39;0.21192981327304986
40;0.8760517749298661
41;0.08393913684520932
42;0.1624695922115981
43;0.5485199434715387
44;0.14043601226333122
45;0.48137937959099064
46;0.06651034935762346
47;0.03433494050287567
48;0.07568285628165208
49;0.6132468155049625
50;0.0040292747491814255
51;0.11971824093003407
52;0.006516584669550349
53;0.03727956083345744
54;0.04552950048593623
55;0.1455383150611502
56;0.18420011451617033
57;0.017074929839025133
58;0.2818696451308078
59;0.11959835571528098
60;0.020343366486534648
61;0.2878492428080313
62;0.40900952688604514
63;0.009961405318528902
64;0.0379981994814731
65;0.04660490493695729
66;0.2833870232403879
67;0.06565781577099787
68;0.5973710539450169
69;0.05638675709198409
70;0.28042387198709595
71;0.006141673585829959
72;0.08498788232024379
73;0.12858099975944298
74;0.052209444608118084
75;0.23978014752065283
76;0.020267809525638215
77;0.020395844500030746
78;0.5157502854782897
79;0.268151902001222
80;0.12610189815688166
81;0.2503464688271316
82;0.7226973964038507
83;0.20886708856655886
84;0.019900615745174027
85;0.1315184561236318
86;0.3458886017571257
87;0.0079367100241333
88;0.510911258524439
89;0.1988040147710155
90;0.22907853915009557
91;0.051265710238132915
92;0.0485941441903008
93;0.0046203295726148655
94;0.1504290056457899
95;0.15629939602201803
96;0.0318307172740514
97;0.05899673876358211
98;0.13986428541314846
99;0.3527209441313004
100;0.08907026943900115
101;0.15595579621251576
102;0.09813539686124291
103;0.016564253075513135
104;0.6055693120916311
105;0.6557962767926764
106;0.136742609601838
107;0.14905605020266147
108;0.6226818874391177
109;0.033459996634496385
110;0.3155610225548999
111;0.006848784413419862
112;0.05479128667182523
113;0.002512497397103013
114;0.02310047277009253
115;0.00956545065328822
116;0.21159133817339162
117;0.08599451886983212
118;0.03201672706418265
119;0.1337967131744634
120;0.018825108447628355
121;0.12715189897349818
122;0.09973466206504134
123;0.4813777457468662
124;0.24701690090057285
125;0.3624765737995615
126;0.038508965363829493
127;0.2037279656697137
128;0.10073444482715421
129;0.4116015290768915
130;0.02538486075143707
131;0.21662109281826816
132;0.02752370495663103
133;0.20052690637484694
134;0.3718276950669894
135;0.11638548559852867
136;0.0746900115945608
137;0.12151662785420292
138;0.40127386906288365
139;0.02813560614968959
140;0.5656333510736934
141;0.06831665844374156
142;0.03036898602568339
143;0.01671073809671575
144;0.09868292067691962
145;0.010084807650138123
146;0.19653914626346372
147;0.25523574324009685
148;0.019900997296392667
149;0.3622236412125661
150;0.44339284605185575
151;0.06641856025670288
152;0.013562562033510884
153;0.8118980894999468
154;0.12403495475774927
155;0.4856231186092579
156;0.08404740790026555
157;0.07392112034152619
158;0.1310769038985652
159;0.019415921251832346
160;0.4648909645951475
161;0.07334818092702926
162;0.0424097092923163
163;0.037894804529096056
164;0.84654443082861
165;0.34872481972425534
166;0.23934110588708712
167;0.02928243361145125
168;0.05223844541852204
169;0.6100267115926568
170;0.6664845326118379
171;0.02672767400004447
172;0.009593797915204363
173;0.025223054968018684
174;0.07352809624670334
175;0.025731362713515494
176;0.010302940804635233
177;0.0872715224404277
178;0.016104052491654742
179;0.3605223772203958
180;0.2740020142074912
181;0.2067039872597606
182;0.48863767157808097
183;0.04884480865505187
184;0.5795600906230098
185;0.015333129108198583
186;0.5598445956569523
187;0.08779773388369609
188;0.006150058830239749
189;0.6759676950302965
190;0.7070909598507705
191;0.06009757599505563
192;0.027903362452935464
193;0.015855931614542164
194;0.06532051341666327
195;0.06603131809032299
196;0.028081675277818432
197;0.03668737096841664
198;0.5833822852131579
199;0.33286208927800304
200;0.021309623224519347
201;0.20762944196476774
202;0.06240036821520118
203;0.0679967507597295
204;0.31536700111456745
205;0.007856384993674128
206;0.0422903388005175
207;0.00939882085022543
208;0.6620010059440892
209;0.03911011599078446
210;0.2582693755972934
211;0.19764610794648385
212;0.023079312356423316
213;0.0748630324290467
214;0.006930341195065595
215;0.20275250899838904
216;0.3747159711139482
217;0.0053693714493415175
218;0.215778823244515
219;0.7491046969683207
220;0.537968995216066
221;0.005879931498196014
222;0.34385230530799604
223;0.24991823072675054
224;0.06537691483142934
225;0.13566777556264742
226;0.051486292689001324
227;0.05274981588112538
228;0.7155464124318877
229;0.014485213999672597
230;0.021947938758533753
231;0.03797435016544429
232;0.019760408962845154
233;0.34818305445801906
234;0.013780793618048605
235;0.0025334867046925553
236;0.47486060544068803
237;0.14934917572984005
238;0.08016680800579623
239;0.028880958131166746
240;0.034822289575980374
241;0.18202312181087554
242;0.20830602320082417
243;0.025628501476480728
244;0.15174948614878414
245;0.07130271849784266
246;0.04065049896406817
247;0.0101583960155425
248;0.03239309320585062
249;0.09906163170500541
250;0.07022191170035376
251;0.02028658550844557
252;0.012697449921528464
253;0.14678910053549887
254;0.1302248501679835
255;0.38835893875831173
256;0.03754330571845139
257;0.008635163599696264
258;0.042088333376866655
259;0.005950482454579041
260;0.7486170808761075
261;0.21280741606850337
262;0.07799810258852696
263;0.019575674791841257
264;0.11317409284095753
265;0.01602675040481283
266;0.4344299421776749
267;0.028151857599528346
268;0.15795971925625119
269;0.17544309964905277
270;0.5518988787241921
271;0.01862912020304888
272;0.08398004948278147
273;0.5602808827276724
274;0.012523089621470794
275;0.5895144673240207
276;0.091789934192618
277;0.009997429459221522
278;0.04790032367515287
279;0.16077306094905044
280;0.017438541604114663
281;0.00806033349046095
282;0.43436075125391316
283;0.043861838097392504
284;0.10484003253667457
285;0.4690949539234221
286;0.44335867053061556
287;0.07587829508695501
288;0.6562699119663687
289;0.15526610746070055
290;0.020079003933473935
291;0.03463994106257268
292;0.5533996874964058
293;0.09111977795416237
294;0.4914937604742809
295;0.06331801947487152
296;0.020928075572605846
297;0.09683415635980984
298;0.23854222215536391
299;0.2242978336637833
300;0.31895023582126236
301;0.07883765480909359
302;0.18097788639552922
303;0.20000318839860318
304;0.4335423268880274
305;0.030428042383236237
306;0.04880454255030483
307;0.2902417388478972
308;0.08939437489586215
309;0.00852818240984817
310;0.16969181047258827
311;0.14717535704601134
312;0.030446156914726217
313;0.13693997256553742
314;0.09475746830069424
315;0.07413402277418689
316;0.06970029705376019
317;0.1189172239842556
318;0.09169199638718374
319;0.0634969106468319
320;0.22729336461632474
321;0.24945928697358147
322;0.07897272463809639
323;0.11055933307996868
324;0.6055409304009588
325;0.114479697853883
326;0.01157870576820509
327;0.5258951239356292
328;0.2229552771075032
329;0.7296614486247611
330;0.12729201039780189
331;0.07221946539247247
332;0.05941305018678938
333;0.02779115542467801
334;0.2974852902077885
335;0.23205498422352436
336;0.30950463170942394
337;0.03969770394059278
338;0.13816417930542363
339;0.11694196985974165
340;0.15683655329824217
341;0.3639259916876301
342;0.07461060683059463
343;0.42570523702662294
344;0.00309906929414646
345;0.025043344425654108
346;0.30676187842432023
347;0.6969691181926653
348;0.8237766655448978
349;0.0553993979726238
350;0.0197797561211159
351;0.34876476189302547
352;0.10732709234796166
353;0.27045725055032127
354;0.011131345044890823
355;0.007937726908498387
356;0.5728346837308459
357;0.08860857317043729
358;0.019485730327946867
359;0.1078648000541426
360;0.30855804171662005
361;0.16439399815512065
362;0.04953767109089083
363;0.003889817562481851
364;0.3454459157326311
365;0.48844512400009005
366;0.01654728710120414
367;0.7270667033978091
368;0.029066706073015296
369;0.5140204481484063
370;0.04810666570138292
371;0.014522128235285604
372;0.024915467873462178
373;0.699710441308388
374;0.010095344060053408
375;0.32970442683623596
376;0.004158768986051951
377;0.25672379725358474
378;0.014670371410390437
379;0.04266759503045552
380;0.07419797797382544
381;0.08461085152207938
382;0.23759538403503974
383;0.012735953989663255
384;0.009415954455320228
385;0.8800552304047436
386;0.3342814541652901
387;0.14563839426563377
388;0.753001237999352
389;0.018530832958953525
390;0.013503955256915265
391;0.06508123800810806
392;0.8530615579354016
393;0.012535528613925784
394;0.5375869577507468
395;0.4219656755372551
396;0.01559031341490275
397;0.06427759999919813
398;0.3098234159077038
399;0.04941211865088265
400;0.06099069208950434
401;0.3433023395339521
402;0.041289472027311556
403;0.05328066654404079
404;0.27686612199814126
405;0.32932133743841474
406;0.1550681084536744
407;0.001899985651475758
408;0.06779285108822787
409;0.36383613510586915
410;0.14923105770890224
411;0.012436064855013702
412;0.651023211457061
413;0.12661751206604085
414;0.00591621455765156
415;0.007286619259984018
416;0.050591236414848396
417;0.19582539092329834
418;0.14855835914513302
419;0.0771217204599385
420;0.11493232293014032
421;0.3423273531071814
422;0.4628922618366303
423;0.4319432237685133
424;0.11464457211084163
425;0.008158543610458082
426;0.024977969205993895
427;0.015684259404216274
428;0.44180659749409706
429;0.2290325290025931
430;0.1543876649076896
431;0.13904869126678873
432;0.42450178446784737
433;0.32172591010755475
434;0.03374122226137032
435;0.0039882518456105295
436;0.03691286221789478
437;0.17311562712081885
438;0.010600185016913524
439;0.00433324655622547
440;0.20147628691077413
441;0.12180655503479333
442;0.025445740472972017
443;0.023924396201460748
444;0.29413755246804274
445;0.2629366294570941
446;0.22535532080505524
447;0.6286042355839033
448;0.13118342210781167
449;0.21482712452087147
450;0.467624064109979
451;0.10892669235974763
452;0.017010927322804893
453;0.24917237366392467
454;0.01813055212320341
455;0.015674729529436732
456;0.01213479736090846
457;0.6711311354111045
458;0.041724855457749795
459;0.0050845325660894185
460;0.023181694631087043
461;0.11480701665686942
462;0.17659865259039612
463;0.04187566326345873
464;0.031705439400798896
465;0.17769151843163075
466;0.2714896524481289
467;0.033670889010536116
468;0.024720606596652178
469;0.0034039153563249747
470;0.6320964936884559
471;0.016503311945489287
472;0.06242672079617715
473;0.6500287044839819
474;0.14829577528461008
475;0.0852411232358218
476;0.043906589779433736
477;0.2028595763020271
478;0.0284092565234401
479;0.036966418859358745
480;0.3546524832361672
481;0.09876430507443497
482;0.007655443474908673
483;0.056149021604415074
484;0.23807980820248684
485;0.004107781932662189
486;0.03414234228891846
487;0.9143492796943903
488;0.09516285401078935
489;0.14954501819096996
490;0.08252647274064906
491;0.01644616577790486
492;0.4974121598719248
493;0.008936116462214871
494;0.1270374522827393
495;0.6258203413053729
496;0.011100719112774696
497;0.32643853108439763
498;0.5404051157299388
499;0.05193419028222812
500;0.08181855260637637
501;0.1625038187205162
502;0.09456503233155228
503;0.38853299281256554
504;0.00205762421405422
505;0.01361741372146996
506;0.14292638713627673
507;0.06638596996445022
508;0.4666893457032011
509;0.7730985480893212
510;0.05570344229729584
511;0.07606610175476174
512;0.5138033150156511
513;0.012131445780959543
514;0.1701586568318059
515;0.1029937426082952
516;0.010815194919857543
517;0.019629744495349866
518;0.012080665093290118
519;0.028272249185370968
520;0.2238724146804755
521;0.2690655596579878
522;0.2124705978432654
523;0.779276524830125
524;0.00815324020392011
525;0.035004740441364694
526;0.08670301955027963
527;0.037910240887937034
528;0.4382668912245454
529;0.05937310183330039
530;0.48969051739168484
531;0.32634225141455625
532;0.18594002760413111
533;0.0032325926268637253
534;0.07956107911226958
535;0.12320587659861354
536;0.030829136452876212
537;0.005462153950780742
538;0.03767016114748887
539;0.11694312331026319
540;0.03243712305830616
541;0.5560405035983454
542;0.5332683480523848
543;0.03086650754851147
544;0.20168612366271574
545;0.2989017528079329
546;0.13423493116790317
547;0.041381744085312346
548;0.011747590335694705
549;0.012548339868025877
550;0.08493458864633668
551;0.07503134054330753
552;0.10771978382735259
553;0.04874305360652998
554;0.045166134347953885
555;0.16533838945099247
556;0.051779835218280744
557;0.006141819895016276
558;0.092288284128833
559;0.14496013842563493
560;0.032801590435005676
561;0.5007530944301225
562;0.22563821175136836
563;0.07174127808824193
564;0.09675834884835043
565;0.7427032253996003
566;0.2899972517763935
567;0.16510513530573576
568;0.03436761072146543
569;0.02509529769237716
570;0.003605722455364441
571;0.13295049179832266
572;0.14470146387706007
573;0.21624237529221715
574;0.020866085613563682
575;0.007995944299977562
576;0.042707270835530685
577;0.008258135700084983
578;0.12701912677631183
579;0.013367748809875672
580;0.36889352751262433
581;0.024882858928194192
582;0.049580174890693635
583;0.008452036029011557
584;0.24511526150730903
585;0.03962164994385382
586;0.2937741151984721
587;0.22817208189148241
588;0.24515847339319805
589;0.5070203757925493
590;0.2816819634164955
591;0.0613717208384335
592;0.0042959281791758635
593;0.009108370230698206
594;0.20177270292553948
