Id;proba_status_1;proba_status_0
1;0.32883107266929956;0.6711689273307004
2;0.11892600359428937;0.8810739964057106
3;0.3507028443816311;0.6492971556183689
4;0.2081113318571988;0.7918886681428012
5;0.5479207514954397;0.45207924850456027
6;0.08009539831418606;0.9199046016858139
7;0.2970416126966977;0.7029583873033023
8;0.25091867895800335;0.7490813210419967
9;0.17064796369037422;0.8293520363096258
10;0.7814210648499962;0.21857893515000382
11;0.43533332110756684;0.5646666788924332
12;0.025602472128706696;0.9743975278712933
13;0.22285851098848541;0.7771414890115146
14;0.9106514032306434;0.08934859676935658
15;0.05340524456866278;0.9465947554313372
16;0.043268674791640094;0.9567313252083599
17;0.0569374056815002;0.9430625943184998
18;0.24561672226366923;0.7543832777363307
19;0.06620695183939011;0.9337930481606099
20;0.029712029266946743;0.9702879707330533
21;0.03313504470899818;0.9668649552910018
22;0.8051243386638356;0.1948756613361644
23;0.43638778576150516;0.5636122142384948
24;0.13642973583133844;0.8635702641686616
25;0.013142320008685081;0.9868576799913149
26;0.34918287840792245;0.6508171215920775
27;0.6975314120794132;0.30246858792058684
28;0.14191245913833747;0.8580875408616625
29;0.3879125632814706;0.6120874367185294
30;0.25133688828651524;0.7486631117134848
31;0.06806597131973986;0.9319340286802601
32;0.18371637884745812;0.8162836211525419
33;0.04488152027821365;0.9551184797217863
34;0.10262095723007875;0.8973790427699213
35;0.13348935406028137;0.8665106459397186
36;0.23358088633155227;0.7664191136684477
37;0.00352657723080868;0.9964734227691914
38;0.494900335501293;0.505099664498707
39;0.879814407730864;0.12018559226913605
40;0.11405767130888264;0.8859423286911173
41;0.8017803618189587;0.19821963818104127
42;0.1480825261179206;0.8519174738820794
43;0.0936935311246742;0.9063064688753258
44;0.14016588456006332;0.8598341154399367
45;0.03586890789145744;0.9641310921085425
46;0.04796049782129828;0.9520395021787017
47;0.0012412965451625425;0.9987587034548374
48;0.017388915612574357;0.9826110843874256
49;0.07117980677092117;0.9288201932290788
50;0.4200434148659602;0.5799565851340398
51;0.28780306981809095;0.7121969301819091
52;0.17336295630966497;0.826637043690335
53;0.22232977711183738;0.7776702228881627
54;0.32203421287276884;0.6779657871272311
55;0.9234060801918489;0.07659391980815111
56;0.0890995222152592;0.9109004777847408
57;0.6417650986833917;0.3582349013166083
58;0.5074490233233471;0.49255097667665293
59;0.3110984055647139;0.6889015944352861
60;0.04393399046462018;0.9560660095353798
61;0.011019942874306823;0.9889800571256931
62;0.10968667673079016;0.8903133232692099
63;0.3267466256134412;0.6732533743865587
64;0.06863348944416818;0.9313665105558319
65;0.041710000300724734;0.9582899996992753
66;0.11949473733135224;0.8805052626686478
67;0.07196398141543724;0.9280360185845627
68;0.2518100220366744;0.7481899779633256
69;0.0029576824288454354;0.9970423175711546
70;0.38736254839447215;0.6126374516055278
71;0.9263049540068463;0.07369504599315368
72;0.07978125039773568;0.9202187496022644
73;0.021245998783022354;0.9787540012169776
74;0.101549424417685;0.898450575582315
75;0.08448263414178082;0.9155173658582192
76;0.24254223710507902;0.757457762894921
77;0.6629970490277237;0.3370029509722763
78;0.6764151124702155;0.32358488752978454
79;0.03797492485728269;0.9620250751427173
80;0.32874346598019866;0.6712565340198013
81;0.06390233990985597;0.9360976600901441
82;0.0071703793305415535;0.9928296206694585
83;0.38325127349003896;0.616748726509961
84;0.0846931936599508;0.9153068063400492
85;0.16981909751819704;0.830180902481803
86;0.5707882875039803;0.42921171249601975
87;0.03842648237732206;0.961573517622678
88;0.4855827563258721;0.5144172436741279
89;0.34883840034203384;0.6511615996579662
90;0.02713292469303851;0.9728670753069615
